city,date,emisorId,source,emisor,temperature,humidity,lat,lon
28123,2018/05/07 09:07:36,temperaturassensor7178,temperaturas,sensor7178,24.13,24,40.35366736135438,-3.531379162441394
28123,2018/05/07 09:07:36,temperaturassensor7177,temperaturas,sensor7177,21.39,37,40.35372014934684,-3.531223308548483
28123,2018/05/07 09:07:36,temperaturassensor7179,temperaturas,sensor7179,27.78,25,40.35362878215157,-3.531344238579064
28123,2018/05/07 09:07:36,temperaturassensor7174,temperaturas,sensor7174,23.4,29,40.359782038901116,-3.544706099684901
28123,2018/05/07 09:07:36,temperaturassensor230,temperaturas,sensor230,26.07,37,40.336262209869574,-3.532975645171385
28123,2018/05/07 09:07:36,temperaturassensor7173,temperaturas,sensor7173,26.48,22,40.35808473042601,-3.54842475118698
28123,2018/05/07 09:07:36,temperaturassensor231,temperaturas,sensor231,20.09,32,40.336215750469485,-3.532949968215124
28123,2018/05/07 09:07:36,temperaturassensor7176,temperaturas,sensor7176,20.53,22,40.353787071461426,-3.531246442978035
28123,2018/05/07 09:07:36,temperaturassensor232,temperaturas,sensor232,27.44,39,40.340314461266345,-3.526691851450573
